_id,image,brand,name,price,capacityGb,tier,type,formFactor,connectionInterface
608dd615905ec60bdc06a545,/images/storage/f1e854263d8bce651e105a14d2611a19.256p.jpg,Seagate,Exos X16,1619.75,16000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a546,/images/storage/f1e854263d8bce651e105a14d2611a19.256p.jpg,Seagate,Exos X16,1962.60,14000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a547,/images/storage/7fbe1751561aa9ad4a829b409a664d68.256p.jpg,Seagate,FireCuda 510,427.65,500,2,NVMe,M.2-2280,M.2 (M)
608dd615905ec60bdc06a548,/images/storage/ae442220752f591d8094167483255ddb.256p.jpg,Seagate,FireCuda 520,400.35,500,1,NVMe,M.2-2280,M.2 (M)
608dd615905ec60bdc06a549,/images/storage/ae442220752f591d8094167483255ddb.256p.jpg,Seagate,FireCuda 520,776.09,1000,1,NVMe,M.2-2280,M.2 (M)
608dd615905ec60bdc06a550,/images/storage/ae442220752f591d8094167483255ddb.256p.jpg,Seagate,FireCuda 520,1437.75,2000,1,NVMe,M.2-2280,M.2 (M)
608dd615905ec60bdc06a551,/images/storage/51gZrzP7D4L.jpg,Seagate,IronWolf,2275.00,12000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a552,/images/storage/51gZrzP7D4L.jpg,Seagate,IronWolf,760.94,6000,8,5400RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a553,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,574.39,480,4,SSD,"2.5""",SATA 6 Gb/s
608dd615905ec60bdc06a554,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,1865.45,1920,4,SSD,"2.5""",SATA 6 Gb/s
608dd615905ec60bdc06a555,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,1941.39,960,4,SSD,"2.5""",SATA 6 Gb/s
608dd615905ec60bdc06a556,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,5128.21,3840,4,SSD,"2.5""",SATA 6 Gb/s
608dd615905ec60bdc06a557,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,977.52,8000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a558,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,1228.59,10000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a559,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,1310.40,6000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a560,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,1391.85,12000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a561,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,1820.00,14000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a562,/images/storage/41dT5zWJ3wL.jpg,Seagate,IronWolf NAS,2192.65,16000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a563,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,577.85,4000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a564,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,809.90,2000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a565,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,886.80,6000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a566,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,1109.70,8000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a567,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,1198.65,10000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a568,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,1573.62,12000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a569,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,1756.25,14000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a570,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,2055.92,16000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a571,/images/storage/d8f1bd38c10e9c0072026f4679a09d92.256p.jpg,Seagate,IronWolf Pro,2397.80,18000,8,7200RPM,"3.5""",SATA 6 Gb/s
608dd615905ec60bdc06a572,/images/storage/0070a75ac369592fb07935ca1956ab1b.256p.jpg,Seagate,Momentus LP,493.04,1000,8,5400RPM,"2.5""",SATA 3 Gb/s
