_id,image,brand,name,price,speed,modulesCount,moduleCapacityGb,firstWordLatencyNs,casLatency
608dd5ff905ec60bdc06a323,/images/ram/68533961a8a572370909236c3cdaa183.256p.jpg,G.Skill,Sniper X 64 GB,2037.17,3600,4,16,10.556,19
608dd5ff905ec60bdc06a324,/images/ram/41AGvSmY-fL.jpg,Corsair,Vengeance LPX 8 GB,204.70,2666,1,8,12.003,16
608dd5ff905ec60bdc06a325,/images/ram/41AGvSmY-fL.jpg,Corsair,Vengeance LPX 8 GB,204.30,3000,1,8,10.667,16
608dd5ff905ec60bdc06a326,/images/ram/4f55b3580d672ba93ba219dc9d03aa3b.256p.jpg,G.Skill,Sniper X 32 GB,2001.68,3200,4,8,10,16
608dd5ff905ec60bdc06a327,/images/ram/9f44c54742b1eceec15bc22b511f1e50.256p.jpg,G.Skill,Ripjaws V 64 GB,1966.92,4000,2,32,9,18
608dd5ff905ec60bdc06a328,/images/ram/e82453bca6b0fc9fee9693d4802eb34f.256p.jpg,G.Skill,Trident Z RGB 32 GB,1965.55,4266,4,8,7.97,17
608dd5ff905ec60bdc06a329,/images/ram/6b52ad46fbcab3b1667cf61e60856e1d.256p.jpg,G.Skill,Trident Z RGB 64 GB,1965.28,3600,2,32,10,18
608dd5ff905ec60bdc06a330,/images/ram/6b52ad46fbcab3b1667cf61e60856e1d.256p.jpg,G.Skill,Trident Z RGB 64 GB,1956.45,3600,4,16,10,18
608dd5ff905ec60bdc06a331,/images/ram/46cebfcd72b0ddaea3f481aca0e935b7.256p.jpg,Corsair,Vengeance RGB Pro 64 GB,1953.72,3600,4,16,10,18
608dd5ff905ec60bdc06a332,/images/ram/eb69ccde6ec7bdbe799979955623f801.256p.jpg,Corsair,Vengeance RGB 64 GB,1951.95,2666,4,16,12.003,16
608dd5ff905ec60bdc06a333,/images/ram/45cf55b4909200ebcac34b86cf2b9874.256p.jpg,Corsair,Vengeance LPX 64 GB,1951.95,3600,2,32,10,18
