_id,image,brand,name,price,powerSupplyStandard,maxMotherboardSize,type,sidePanelWindow
608dd450905ec60bdc069928,/images/case/47206951707be328cd4de3b8afc7008c.256p.jpg,Lian Li,LANCOOL 205M,254.30,ATX,MircoATX,MicroATX Mid Tower,Tempered Glass
608dd450905ec60bdc069929,/images/case/2b3b2198883d0a6ba85c5e0455d02ff4.256p.jpg,Thermaltake,V150,311.45,ATX,MircoATX,MicroATX Mid Tower,Tempered Glass
608dd450905ec60bdc069930,/images/case/da565cae23d9090507420bc7f11db02f.256p.jpg,Thermaltake,Versa H15,276.32,ATX,MircoATX,MicroATX Mid Tower,None
608dd450905ec60bdc069931,/images/case/2ec40a999717d2d4d17c5ff8751f189e.256p.jpg,Thermaltake,Level 20 VT,500.45,ATX,MircoATX,MicroATX Desktop,Tempered Glass
608dd450905ec60bdc069932,/images/case/fff3f3984b240187775dd6d0535e9e10.256p.jpg,Lian Li,PC-Q15,537.63,SFX,Mini ITX,HTPC,None
608dd450905ec60bdc069933,/images/case/803e00e1c94e03e1e22b09667eddb7dd.256p.jpg,be quiet!,Dark Base 700,741.60,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069934,/images/case/d91579c6e1759df7a7ebdffe77d9f5b3.256p.jpg,be quiet!,Pure Base 500,304.44,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069935,/images/case/d0088af61ff05d2f1e8ec07eeb4f7aee.256p.jpg,be quiet!,Pure Base 500DX,471.70,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069936,/images/case/6873a790dc8fe401cd695edb99d2a4cc.256p.jpg,be quiet!,Pure Base 600,370.32,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069937,/images/case/9aa6bed7fdcf78aed8f34e5976099ca5.256p.jpg,be quiet!,Silent Base 600,449.95,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069938,/images/case/e47cb114aaaaa4a3bbf4243d028515f6.256p.jpg,be quiet!,Silent Base 601,541.45,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069939,/images/case/733903cf860e2050544612a5ac7ac2b6.256p.jpg,be quiet!,Silent Base 801,677.95,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069940,/images/case/c6dd79bcdf0f7a1b6b73b267231f4e8e.256p.jpg,be quiet!,Silent Base 802,675.68,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069941,/images/case/eec3488e9f805c72e59b3851613a0843.256p.jpg,Cooler Master,CM 590 III,295.52,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069942,/images/case/no-image.png,Cooler Master,Force 500,246.02,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069943,/images/case/no-image.png,Cooler Master,K350,222.22,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069944,/images/case/41c8Sjjv3qL.jpg,Cooler Master,MasterBox 5,363.86,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069945,/images/case/51jQkVEg%2BlL.jpg,Cooler Master,MasterBox 5T,454.50,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069946,/images/case/9ad677e759d92054c992295df4663eaf.256p.jpg,Cooler Master,MasterBox E500 (w/o ODD),346.62,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069947,/images/case/0e9150c0a31bb008f7bbf43afa99dd7a.256p.jpg,Cooler Master,MasterBox E500L,201.66,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069948,/images/case/7ec81010fd1d70911c9d7b7c1875e3fe.256p.jpg,Cooler Master,MASTERBOX E501L,224.45,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069949,/images/case/41IUopbW%2B%2BL.jpg,Cooler Master,MasterBox K500,374.33,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069950,/images/case/abae9ce80fca1c81709d1e1c5b977fc5.256p.jpg,Cooler Master,MasterBox K500 ARGB,411.27,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069951,/images/case/17fa8a2537f9c8b4daed00429246ba26.256p.jpg,Cooler Master,MasterBox Lite 5,389.30,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069952,/images/case/e7008b6cfa779e5d7575248728a2ec0a.256p.jpg,Cooler Master,MasterBox LITE 5 ARGB,432.02,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069953,/images/case/41-c%2BGvOFML.jpg,Cooler Master,MasterBox Lite 5 RGB,329.47,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069954,/images/case/51u8UeXL1kL.jpg,Cooler Master,MasterBox MB500,360.50,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069955,/images/case/3ba287ad12b579548c5da4f7f4891dca.256p.jpg,Cooler Master,MasterBox MB500 ARGB,429.98,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069956,/images/case/31G8IcrMPSL.jpg,Cooler Master,MasterBox MB510L,258.76,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069957,/images/case/41gOhENP3SL.jpg,Cooler Master,MasterBox MB511,281.74,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069958,/images/case/794b75b9c9ee1db821a1c2c4643920a1.256p.jpg,Cooler Master,MasterBox MB511 ARGB,335.34,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069959,/images/case/9198c9ed4806d4898c2f4c49a68ac225.256p.jpg,Cooler Master,MasterBox MB511 RGB,335.34,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069960,/images/case/b7552309d1ff3adc4306048002a36a99.256p.jpg,Cooler Master,MasterBox MB520 ARGB,340.93,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069961,/images/case/f8eff50e4ca634033cce6fe2bfaa40f4.256p.jpg,Cooler Master,MasterBox MB520 RGB,340.93,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069962,/images/case/41ZoJCIaOOL.jpg,Cooler Master,MasterBox MB530P,527.48,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069963,/images/case/a6a5be8145c8949aa7289ed956ef7d44.256p.jpg,Cooler Master,MasterBox NR600 (w/o ODD),305.21,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069964,/images/case/4c5d0c50dcaf17572276e7facdc68c94.256p.jpg,Cooler Master,MasterBox NR600 (w/ODD),354.81,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069965,/images/case/4b396319699f80316473d0a5bc5ad2aa.256p.jpg,Cooler Master,MasterBox NR600P,661.75,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069966,/images/case/52bb1b255db58b40e254f62cd79e8a12.256p.jpg,Cooler Master,MasterBox Q500L,290.06,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069967,/images/case/67182e65c2d6b9d31605067eaac9717e.256p.jpg,Cooler Master,MasterBox TD500,494.08,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069968,/images/case/dace1696de22e925ae590011214e0655.256p.jpg,Cooler Master,MasterBox TD500 ARGB,451.41,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069969,/images/case/351a1f0a7e65a3513b198dbcdcacf1d8.256p.jpg,Cooler Master,MasterBox TD500 Mesh w/ Controller,451.45,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069970,/images/case/212cf1bdd68ed28c40799e5bc3548ad4.256p.jpg,Cooler Master,MasterBox TD500 Mesh White w/ Controller,484.44,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069971,/images/case/8058a5658a08dbd68ed2f88ab8e70df7.256p.jpg,Cooler Master,MasterCase H500,821.59,ATX,ATX,ATX Mid Tower,Tinted Tempered Glass
608dd450905ec60bdc069972,/images/case/2a7afb950e91ae3dc3a39df7a65c50d2.256p.jpg,Cooler Master,MasterCase H500 ARGB,543.22,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069973,/images/case/3b22338d08cddc21f3cd6150ec431a31.256p.jpg,Cooler Master,MasterCase H500M,959.23,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069974,/images/case/82a76daea849e6d6610222837d271c51.256p.jpg,Cooler Master,MasterCase H500P Mesh,833.33,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069975,/images/case/f017338a0715df1b183bb0c33a9d5d5e.256p.jpg,Cooler Master,MasterCase H500P Mesh ARGB,693.97,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069976,/images/case/41yfvW1uzsL.jpg,Cooler Master,MasterCase Maker 5,1050.60,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069977,/images/case/daf55850f9adfe2502278113643b00b9.256p.jpg,Cooler Master,MasterCase MC500,1044.13,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069978,/images/case/5e6f11aa93f87cae4277948d0bb773df.256p.jpg,Cooler Master,MasterCase SL600M,1022.48,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069979,/images/case/f60a5af4538f4a7cb764c5623da8a10a.256p.jpg,Cooler Master,MasterCase SL600M Black Edition,820.77,ATX,ATX,ATX Mid Tower,Tempered Glass
608dd450905ec60bdc069980,/images/case/8de825d4ece394447cf30b2d805f23b3.256p.jpg,Cooler Master,MB600L,279.23,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069981,/images/case/41zJDq-7XmL.jpg,Cooler Master,MB600L ODD,330.92,ATX,ATX,ATX Mid Tower,Acrylic
608dd450905ec60bdc069982,/images/case/eb12f8dad08e12c47d8c2882951fd530.256p.jpg,Cooler Master,N300,240.42,ATX,ATX,ATX Mid Tower,None
608dd450905ec60bdc069983,/images/case/131730beaf80090170bc239b0fb0bb35.256p.jpg,Cooler Master,N400,1178.40,ATX,ATX,ATX Mid Tower,None
