_id,image,brand,name,price,tier,chipset,socket,formFactor,memorySlots,memoryMaxGb
608dd537905ec60bdc069299,/images/motherboard/601a7bd7e7c03a1b0c4008a623d02cd6.256p.jpg,Gigabyte,B460M DS3H,478.58,7,B460,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069300,/images/motherboard/affab5405247cf1d2354dc3aab29a6f8.256p.jpg,Gigabyte,B460M GAMING HD,363.42,7,B460,LGA1200,Micro ATX,2,64
608dd537905ec60bdc069301,/images/motherboard/a722ba89b0ed73fa31dc610bac8b33e0.256p.jpg,Gigabyte,B560M AORUS PRO,670.59,6,B560,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069302,/images/motherboard/2cb77dc8f050d38c6bb010512c4121a6.256p.jpg,Gigabyte,B560M AORUS PRO AX,747.09,6,B560,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069303,/images/motherboard/2aba8a9a8ab9f0685f137318489fccf6.256p.jpg,MSI,MEG Z490I UNIFY,1061.96,3,Z490,LGA1200,Mini ITX,2,64
608dd537905ec60bdc069304,/images/motherboard/5db7322e98bf8c2a60a11fe257625c9e.256p.jpg,MSI,B460M PRO,388.76,7,B460,LGA1200,Micro ATX,2,64
608dd537905ec60bdc069305,/images/motherboard/64c03f78e274b935855ccf410fe63be4.256p.jpg,MSI,B460M PRO-VDH,433.35,7,B460,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069306,/images/motherboard/64c03f78e274b935855ccf410fe63be4.256p.jpg,MSI,B460M PRO-VDH WIFI,485.96,7,B460,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069307,/images/motherboard/64c03f78e274b935855ccf410fe63be4.256p.jpg,MSI,B460M-A PRO,364.19,7,B460,LGA1200,Micro ATX,2,64
608dd537905ec60bdc069308,/images/motherboard/b99c6c20a2166aa46fa7717028c02c8a.256p.jpg,MSI,B560M PRO,504.95,7,B560,LGA1200,Micro ATX,2,64
608dd537905ec60bdc069309,/images/motherboard/b870ed70394b28ab24741391fe4bbcfc.256p.jpg,MSI,MAG B460M BAZOOKA,549.23,7,B460,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069310,/images/motherboard/c4b6cd80946b9c6c8f2b1c74a1e097d4.256p.jpg,MSI,MAG B460M MORTAR,580.5,7,B460,LGA1200,Micro ATX,4,128
608dd537905ec60bdc069311,/images/motherboard/61KAc2uql2L.jpg,MSI,MAG B460M MORTAR WIFI,609.26,7,B460,LGA1200,Micro ATX,4,128
